0,1
0.045131024,0.991961732
0.169571663,0.968471202
0.269124174,0.932300663
0.360380642,0.896544662
0.443341068,0.859561302
0.526301493,0.825024533
0.621705983,0.788885153
0.70881443,0.75339061
0.783478813,0.717943481
0.87058726,0.680732531
0.957695707,0.64648025
1.048952176,0.607903761
1.12776458,0.572485081
1.206576985,0.536326734
1.281241368,0.500708914
1.367520211,0.464351426
1.451310241,0.429956901
1.542566709,0.392072664
1.633823177,0.358218665
1.733375688,0.322136181
1.824632157,0.287570964
1.924184668,0.253527307
2.0278852,0.219497197
2.152325838,0.188609995
2.280914498,0.160262859
2.436465297,0.137326063
2.596164116,0.118123165
2.773492026,0.09828017
2.957041968,0.087007357
3.137184607,0.074246066
3.322067842,0.067662215
3.522094646,0.06377422
3.711981843,0.057515498
3.902790822,0.055524086
4.097747822,0.049312778
4.298630568,0.045716045
4.490624696,0.047422969
4.671557434,0.044903224
4.881723846,0.044334249
5.068384804,0.041119542
5.263341804,0.039110026
5.454150784,0.03665309
5.640219167,0.034621037
6.030725743,0.033096997
6.275458999,0.03437719
6.428935786,0.033950459
6.628040808,0.03437719
6.818849787,0.03437719
7.013806788,0.03437719
7.208763788,0.033950459
7.428608917,0.031816804
7.611121853,0.033096997
7.79363479,0.035385828
7.967851684,0.03437719
