0,1
0.086611237,0.997722601
0.119795407,0.997082504
0.219347918,0.986200862
0.265805757,0.979330492
0.302308344,0.968633766
0.327196472,0.959340511
0.356232621,0.949288624
0.389416791,0.938406981
0.41845294,0.92795207
0.447489089,0.917923889
0.476525238,0.904624104
0.501413366,0.8941929
0.526301493,0.884141012
0.551189621,0.873330492
0.576077749,0.861666509
0.600965877,0.853700862
0.634150047,0.840329955
0.659038175,0.829519434
0.683926302,0.818708914
0.70881443,0.806475956
0.733702558,0.794811973
0.762738707,0.785210524
0.787626835,0.775182343
0.808366941,0.762949386
0.833255069,0.752423353
0.858143197,0.740474882
0.883031324,0.7288109
0.912067473,0.719067207
0.945251644,0.710319219
0.978435814,0.697730653
1.007471963,0.688224033
1.032360091,0.67760317
1.065544261,0.667646112
1.111172495,0.651430331
1.144356665,0.638415033
1.169244793,0.626822172
1.185836878,0.618572038
1.206576985,0.606765811
1.231465112,0.59491217
1.25635324,0.584291308
1.285389389,0.569853573
1.322721581,0.550152821
1.360053772,0.535786208
1.389089921,0.519997158
1.413978049,0.511178049
1.438866177,0.496669193
1.463754305,0.482444823
1.484494411,0.472914496
1.509382539,0.461535
1.538418688,0.451151211
1.559158794,0.443754539
1.592342964,0.430596997
1.625527135,0.416301506
1.658711305,0.403072843
1.691895475,0.390911007
1.720931624,0.380882827
1.745819752,0.370925768
1.766559859,0.362960121
1.787299965,0.353097892
1.816336114,0.34055674
1.849520284,0.327114711
1.884087128,0.317157652
1.911740604,0.307200594
1.949072795,0.289775741
1.986404987,0.278979445
2.02995921,0.268652553
2.069365413,0.256789429
2.114993647,0.246178049
2.164769902,0.234229579
2.212472147,0.222992327
2.247730328,0.212964147
2.28506252,0.203362698
2.338986796,0.194685832
2.386689041,0.185653358
2.440613318,0.17839893
2.481402194,0.171215623
2.538091818,0.162538758
2.588697678,0.157446434
2.633496308,0.150106659
2.677741868,0.143620347
2.728900797,0.135085725
2.778677053,0.132383095
2.828453308,0.130391683
2.869933521,0.125697641
2.965338011,0.113749171
3.010966245,0.113749171
3.085630628,0.106921474
3.143702926,0.1040766
3.193479182,0.102654163
3.230811373,0.099240314
3.340733937,0.096466562
3.388436182,0.09258331
3.550209012,0.089567743
3.599985268,0.086296138
3.645613502,0.084731458
3.720277885,0.081317609
3.790794247,0.080606391
3.83227446,0.077903761
3.901131613,0.078415838
3.948419056,0.073778693
3.998195311,0.071502794
4.047971567,0.074774399
4.097747822,0.073778693
4.135080014,0.072782988
4.193152312,0.069539831
4.263668674,0.069653626
4.313444929,0.070791576
4.359073164,0.068515677
4.408849419,0.065386316
4.481854594,0.062882827
4.531630849,0.061858672
4.574770271,0.063053519
4.649434654,0.062541442
4.744839143,0.063394904
4.890019888,0.057989644
5.014460527,0.057420669
5.084976889,0.058416375
5.134753144,0.059127593
5.1845294,0.059127593
5.234305655,0.059127593
5.333858166,0.058416375
5.375338379,0.056567207
5.450002762,0.059127593
5.524667145,0.057705156
5.57029538,0.056851694
5.620071635,0.056908591
5.715476125,0.054860282
5.752808316,0.055713744
5.833003395,0.052299896
5.911054638,0.050980392
6,0.050980392
6.238246506,0.050980392
6.095298602,0.050980392
6.393900889,0.050980392
6.546378653,0.050980392
6.692503177,0.050980392
6.806861499,0.050980392
6.946632783,0.050980392
7.099110546,0.050980392
7.24523507,0.050980392
7.423125794,0.050980392
7.550190597,0.050980392
7.702668361,0.050980392
7.984443769,0.050980392
